timestamp_utc,open,high,low,close,volume
2026-04-28T00:05:00+00:00,397.0,397.3999938964844,396.6000061035156,397.3999938964844,0.0
2026-04-28T00:06:00+00:00,397.29998779296875,397.29998779296875,396.70001220703125,396.70001220703125,12820.0
2026-04-28T00:07:00+00:00,396.8999938964844,397.29998779296875,396.8999938964844,397.29998779296875,47150.0
2026-04-28T00:08:00+00:00,397.1000061035156,397.3999938964844,397.1000061035156,397.3999938964844,51920.0
2026-04-28T00:09:00+00:00,397.3999938964844,397.6000061035156,397.29998779296875,397.6000061035156,77370.0
2026-04-28T00:10:00+00:00,397.5,397.5,397.0,397.29998779296875,95410.0
2026-04-28T00:11:00+00:00,397.3999938964844,397.3999938964844,397.1000061035156,397.1000061035156,81390.0
2026-04-28T00:12:00+00:00,397.1000061035156,397.29998779296875,397.1000061035156,397.20001220703125,91760.0
2026-04-28T00:13:00+00:00,397.20001220703125,397.29998779296875,397.1000061035156,397.1000061035156,189720.0
2026-04-28T00:14:00+00:00,397.1000061035156,397.29998779296875,397.0,397.0,5840.0
2026-04-28T00:15:00+00:00,396.8999938964844,396.8999938964844,396.70001220703125,396.8999938964844,657670.0
2026-04-28T00:16:00+00:00,397.0,397.29998779296875,396.8999938964844,396.8999938964844,690450.0
2026-04-28T00:17:00+00:00,397.0,397.29998779296875,397.0,397.20001220703125,4140.0
2026-04-28T00:18:00+00:00,397.3999938964844,397.5,397.0,397.5,8030.0
2026-04-28T00:19:00+00:00,397.5,397.5,397.20001220703125,397.5,5960.0
2026-04-28T00:20:00+00:00,397.3999938964844,397.6000061035156,397.29998779296875,397.3999938964844,117780.0
2026-04-28T00:21:00+00:00,397.70001220703125,397.70001220703125,397.3999938964844,397.6000061035156,12850.0
2026-04-28T00:22:00+00:00,397.70001220703125,398.0,397.70001220703125,398.0,71570.0
2026-04-28T00:23:00+00:00,397.79998779296875,397.79998779296875,397.6000061035156,397.70001220703125,41950.0
2026-04-28T00:24:00+00:00,397.6000061035156,397.6000061035156,397.6000061035156,397.6000061035156,170.0
2026-04-28T00:25:00+00:00,397.6000061035156,397.6000061035156,397.20001220703125,397.3999938964844,16660.0
2026-04-28T00:26:00+00:00,397.29998779296875,397.29998779296875,396.79998779296875,396.8999938964844,28290.0
2026-04-28T00:27:00+00:00,397.0,397.1000061035156,396.6000061035156,396.79998779296875,229980.0
2026-04-28T00:28:00+00:00,396.8999938964844,397.1000061035156,396.70001220703125,397.1000061035156,24220.0
2026-04-28T00:29:00+00:00,397.0,397.3999938964844,397.0,397.3999938964844,163950.0
2026-04-28T00:30:00+00:00,397.5,397.6000061035156,397.3999938964844,397.3999938964844,20420.0
2026-04-28T00:31:00+00:00,397.3999938964844,397.70001220703125,397.3999938964844,397.70001220703125,47780.0
2026-04-28T00:32:00+00:00,397.79998779296875,398.29998779296875,397.79998779296875,398.20001220703125,26870.0
2026-04-28T00:33:00+00:00,398.0,398.0,397.20001220703125,397.20001220703125,66940.0
2026-04-28T00:34:00+00:00,397.29998779296875,397.29998779296875,397.1000061035156,397.29998779296875,24420.0
2026-04-28T00:35:00+00:00,397.29998779296875,397.3999938964844,397.29998779296875,397.29998779296875,2970.0
2026-04-28T00:36:00+00:00,397.5,397.6000061035156,397.3999938964844,397.3999938964844,38850.0
2026-04-28T00:37:00+00:00,397.6000061035156,397.6000061035156,397.6000061035156,397.6000061035156,3120.0
2026-04-28T00:38:00+00:00,397.6000061035156,397.79998779296875,397.5,397.79998779296875,33100.0
2026-04-28T00:39:00+00:00,397.8999938964844,398.1000061035156,397.8999938964844,398.1000061035156,21840.0
2026-04-28T00:40:00+00:00,398.1000061035156,398.5,398.1000061035156,398.5,46470.0
2026-04-28T00:41:00+00:00,398.5,398.70001220703125,398.3999938964844,398.70001220703125,206340.0
2026-04-28T00:42:00+00:00,398.79998779296875,399.0,398.70001220703125,399.0,53210.0
2026-04-28T00:43:00+00:00,399.0,399.29998779296875,398.8999938964844,399.20001220703125,56830.0
2026-04-28T00:44:00+00:00,399.29998779296875,399.3999938964844,399.20001220703125,399.29998779296875,30960.0
2026-04-28T00:45:00+00:00,399.20001220703125,399.3999938964844,399.20001220703125,399.20001220703125,39600.0
2026-04-28T00:46:00+00:00,399.29998779296875,399.5,399.29998779296875,399.5,44760.0
2026-04-28T00:47:00+00:00,399.5,399.70001220703125,399.5,399.5,20860.0
2026-04-28T00:48:00+00:00,399.70001220703125,399.70001220703125,399.6000061035156,399.6000061035156,316220.0
2026-04-28T00:49:00+00:00,399.6000061035156,399.79998779296875,399.5,399.6000061035156,10650.0
2026-04-28T00:50:00+00:00,399.5,399.5,399.29998779296875,399.29998779296875,154190.0
2026-04-28T00:51:00+00:00,399.20001220703125,399.29998779296875,399.20001220703125,399.29998779296875,3510.0
2026-04-28T00:52:00+00:00,399.3999938964844,399.5,399.29998779296875,399.3999938964844,4950.0
2026-04-28T00:53:00+00:00,399.29998779296875,399.3999938964844,399.20001220703125,399.3999938964844,32210.0
2026-04-28T00:54:00+00:00,399.5,399.5,399.3999938964844,399.3999938964844,7190.0
2026-04-28T00:55:00+00:00,399.29998779296875,399.6000061035156,399.29998779296875,399.6000061035156,41510.0
2026-04-28T00:56:00+00:00,399.5,399.79998779296875,399.5,399.70001220703125,38500.0
2026-04-28T00:57:00+00:00,399.6000061035156,399.79998779296875,399.3999938964844,399.5,37220.0
2026-04-28T00:58:00+00:00,399.5,399.6000061035156,399.5,399.6000061035156,20790.0
2026-04-28T00:59:00+00:00,399.5,399.5,399.3999938964844,399.3999938964844,27450.0
2026-04-28T01:00:00+00:00,399.29998779296875,399.3999938964844,398.79998779296875,398.79998779296875,72930.0
2026-04-28T01:01:00+00:00,398.79998779296875,398.79998779296875,398.5,398.6000061035156,29270.0
2026-04-28T01:02:00+00:00,398.5,398.6000061035156,398.29998779296875,398.3999938964844,19500.0
2026-04-28T01:03:00+00:00,398.5,398.70001220703125,398.3999938964844,398.5,20650.0
2026-04-28T01:04:00+00:00,398.3999938964844,398.79998779296875,398.3999938964844,398.79998779296875,12540.0
2026-04-28T01:05:00+00:00,398.70001220703125,398.70001220703125,398.5,398.6000061035156,18450.0
2026-04-28T01:06:00+00:00,398.5,398.5,398.5,398.5,52270.0
