run_no,replay_seed,signals,win_rate_pct,pnl_yen_100_shares
1,,43,41.86046511627907,-51257.683421706955
2,,53,54.71698113207547,271192.5391394058
3,,38,60.526315789473685,50143.23611757939

TOTAL,,134,,270078.09183527826
AVG,,,52.367920679276075,90026.03061175942
