sweep_id,no_entry_until,bf_confirm_count,fail_buffer_pct,trades,symbols_with_trades,win_rate,total_pnl_pct,avg_pnl_pct,median_pnl_pct,max_loss_pct,profit_factor,mfe_reach_0.3pct,breakout_continuation_rate,median_hold_min,pnl_concentration_top_symbol,pnl_concentration_top_share,excluded_low_trades,exit_reason_counts
baseline,09:00,1,0.1,83,10,0.0,-70.33913039357618,-0.8474594023322432,-0.5717916137229987,-4.935064935064935,0.0,0.060240963855421686,0.04819277108433735,0.2,9984.T,0.4797,False,"{""breakout_failure"": 63, ""hard_stop"": 16, ""board_imbalance_deterioration"": 4}"
B,09:00,2,0.12,67,10,0.13432835820895522,-48.576447054360194,-0.7250215978262715,-0.34476501542369803,-4.935064935064935,0.050854709751374745,0.22388059701492538,0.6268656716417911,1.2,9984.T,0.2964,False,"{""breakout_failure"": 16, ""hard_stop"": 17, ""board_imbalance_deterioration"": 30, ""vwap_reclaim_failure"": 3, ""push_density_drop"": 1}"
A_plus_B,09:30,2,0.12,46,10,0.15217391304347827,-28.811791915572435,-0.6263433025124443,-0.32127437670121683,-4.935064935064935,0.07517715031459647,0.21739130434782608,0.717391304347826,1.3166666666666667,7013.T,0.3347,False,"{""breakout_failure"": 12, ""board_imbalance_deterioration"": 25, ""hard_stop"": 8, ""push_density_drop"": 1}"
C_plus_B,09:15,2,0.12,52,10,0.1346153846153846,-34.34672686674356,-0.660513978206607,-0.32305080957775567,-4.935064935064935,0.06383579238978966,0.19230769230769232,0.6923076923076923,1.3166666666666667,7013.T,0.2807,False,"{""breakout_failure"": 14, ""board_imbalance_deterioration"": 27, ""hard_stop"": 10, ""push_density_drop"": 1}"
