timestamp_utc,open,high,low,close,volume
2026-05-22T00:05:00+00:00,2975.5,2984.5,2975.5,2984.5,0.0
2026-05-22T00:06:00+00:00,2984.5,2990.5,2984.0,2989.0,145400.0
2026-05-22T00:07:00+00:00,2988.5,2993.0,2986.0,2990.0,76100.0
2026-05-22T00:08:00+00:00,2989.5,3000.0,2988.5,2996.5,120100.0
2026-05-22T00:09:00+00:00,2996.0,2999.0,2992.5,2997.0,66100.0
2026-05-22T00:10:00+00:00,2996.5,3002.0,2996.5,3001.0,85400.0
2026-05-22T00:11:00+00:00,3002.0,3003.0,2997.5,2998.0,57600.0
2026-05-22T00:12:00+00:00,2998.0,3003.0,2998.0,3001.0,82500.0
2026-05-22T00:13:00+00:00,3000.0,3003.0,2999.5,3001.0,113700.0
2026-05-22T00:14:00+00:00,3001.0,3001.0,2994.0,2994.5,109400.0
2026-05-22T00:15:00+00:00,2995.0,2998.0,2994.0,2994.5,51100.0
2026-05-22T00:16:00+00:00,2993.5,2995.0,2991.0,2992.5,48500.0
2026-05-22T00:17:00+00:00,2992.0,2996.0,2992.0,2995.5,53600.0
2026-05-22T00:18:00+00:00,2994.5,2997.5,2994.5,2996.5,79600.0
2026-05-22T00:19:00+00:00,2996.5,2997.0,2990.5,2995.0,83100.0
2026-05-22T00:20:00+00:00,2995.0,2996.0,2992.5,2993.5,33800.0
2026-05-22T00:21:00+00:00,2993.5,2996.5,2993.0,2996.5,80800.0
2026-05-22T00:22:00+00:00,2996.5,2998.5,2996.5,2998.5,59700.0
2026-05-22T00:23:00+00:00,2998.5,3001.0,2998.5,3001.0,69700.0
2026-05-22T00:24:00+00:00,3001.0,3001.0,2998.0,2998.5,52700.0
2026-05-22T00:25:00+00:00,2998.5,3001.0,2996.0,2996.5,80300.0
2026-05-22T00:26:00+00:00,2996.5,2997.5,2996.0,2996.5,26900.0
2026-05-22T00:27:00+00:00,2996.5,2997.5,2995.0,2996.5,67600.0
2026-05-22T00:28:00+00:00,2997.0,2999.0,2996.0,2997.5,62200.0
2026-05-22T00:29:00+00:00,2997.0,2998.0,2996.5,2996.5,16300.0
2026-05-22T00:30:00+00:00,2997.0,3000.0,2997.0,2999.0,65200.0
