run_no,replay_seed,signals,win_rate_pct,pnl_yen_100_shares
1,,0,0.0,0.0
2,,0,0.0,0.0
3,,0,0.0,0.0

TOTAL,,0,,0.0
AVG,,,0.0,0.0
