run_no,replay_seed,signals,win_rate_pct,pnl_yen_100_shares
1,1,46,58.69565217391305,314234.8499916799
2,2,40,55.00000000000001,-15314.40292236563

TOTAL,,86,,298920.44706931425
AVG,,,56.84782608695653,149460.22353465713
