run_no,replay_seed,signals,win_rate_pct,pnl_yen_100_shares
1,,34,47.05882352941176,-27933.902277579666
2,,36,47.22222222222222,363765.86212836247
3,,41,53.65853658536586,400488.31852308975

TOTAL,,111,,736320.2783738725
AVG,,,49.313194112333285,245440.09279129084
