timestamp_utc,open,high,low,close,volume
2026-04-13T00:00:00+00:00,6310.0,6340.0,6301.0,6338.0,0.0
2026-04-13T00:01:00+00:00,6339.0,6384.0,6331.0,6380.0,84600.0
2026-04-13T00:02:00+00:00,6378.0,6379.0,6356.0,6369.0,38800.0
2026-04-13T00:03:00+00:00,6369.0,6383.0,6354.0,6362.0,47000.0
2026-04-13T00:04:00+00:00,6361.0,6361.0,6340.0,6342.0,0.0
2026-04-13T00:05:00+00:00,6340.0,6355.0,6340.0,6351.0,41000.0
2026-04-13T00:06:00+00:00,6351.0,6358.0,6338.0,6340.0,45600.0
2026-04-13T00:07:00+00:00,6342.0,6345.0,6335.0,6340.0,25600.0
2026-04-13T00:08:00+00:00,6340.0,6363.0,6338.0,6354.0,44500.0
2026-04-13T00:09:00+00:00,6353.0,6371.0,6352.0,6370.0,30700.0
2026-04-13T00:10:00+00:00,6369.0,6387.0,6368.0,6383.0,93300.0
2026-04-13T00:11:00+00:00,6383.0,6384.0,6359.0,6361.0,37800.0
2026-04-13T00:12:00+00:00,6362.0,6370.0,6347.0,6355.0,31600.0
2026-04-13T00:13:00+00:00,6353.0,6374.0,6353.0,6374.0,29400.0
2026-04-13T00:14:00+00:00,6374.0,6378.0,6360.0,6362.0,27000.0
2026-04-13T00:15:00+00:00,6361.0,6375.0,6349.0,6375.0,44100.0
2026-04-13T00:16:00+00:00,6375.0,6375.0,6367.0,6369.0,16500.0
2026-04-13T00:17:00+00:00,6370.0,6378.0,6363.0,6368.0,29800.0
2026-04-13T00:18:00+00:00,6369.0,6394.0,6368.0,6392.0,68500.0
2026-04-13T00:19:00+00:00,6391.0,6401.0,6377.0,6380.0,85700.0
2026-04-13T00:20:00+00:00,6380.0,6393.0,6375.0,6388.0,17400.0
2026-04-13T00:21:00+00:00,6386.0,6386.0,6352.0,6352.0,17900.0
2026-04-13T00:22:00+00:00,6353.0,6371.0,6353.0,6371.0,15200.0
2026-04-13T00:23:00+00:00,6371.0,6371.0,6358.0,6364.0,10700.0
2026-04-13T00:24:00+00:00,6365.0,6381.0,6362.0,6378.0,14600.0
2026-04-13T00:25:00+00:00,6379.0,6379.0,6363.0,6364.0,21400.0
2026-04-13T00:26:00+00:00,6361.0,6373.0,6360.0,6366.0,9600.0
2026-04-13T00:27:00+00:00,6367.0,6367.0,6358.0,6365.0,11000.0
2026-04-13T00:28:00+00:00,6366.0,6371.0,6363.0,6369.0,10600.0
2026-04-13T00:29:00+00:00,6371.0,6373.0,6357.0,6357.0,12100.0
2026-04-13T00:30:00+00:00,6357.0,6360.0,6349.0,6351.0,16400.0
2026-04-13T00:31:00+00:00,6350.0,6368.0,6350.0,6368.0,19900.0
2026-04-13T00:32:00+00:00,6369.0,6375.0,6352.0,6355.0,17100.0
2026-04-13T00:33:00+00:00,6356.0,6368.0,6353.0,6361.0,16000.0
2026-04-13T00:34:00+00:00,6361.0,6366.0,6346.0,6346.0,21100.0
