run_no,replay_seed,signals,win_rate_pct,pnl_yen_100_shares
1,,22,40.909090909090914,-30378.242080077285
2,,39,56.41025641025641,294519.8812181474
3,,13,38.46153846153847,16274.807156487015

TOTAL,,74,,280416.4462945571
AVG,,,45.260295260295266,93472.14876485238
