symbol,trades,win_rate,total_pnl_pct,avg_pnl_pct,median_pnl_pct,max_loss_pct,avg_loss_pct,profit_factor,exit_reason_counts
8306.T,1,0.0,-0.017869907076483203,-0.017869907076483203,-0.017869907076483203,-0.017869907076483203,-0.017869907076483203,0.0,{'board_imbalance_deterioration': 1}
9984.T,19,0.0,-10.55091451154431,-0.5553112900812794,-0.482392667631452,-2.0761245674740483,-0.5553112900812794,0.0,"{'breakout_failure': 18, 'hard_stop': 1}"
