run_no,replay_seed,signals,win_rate_pct,pnl_yen_100_shares
1,12345,28,32.142857142857146,-74964.835389083
2,12346,42,59.523809523809526,48465.92253516307

TOTAL,,70,,-26498.912853919937
AVG,,,45.833333333333336,-13249.456426959969
